"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2019","2019",56.37,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2020","2020",57.46,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2021","2021",57.96,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2010","2010",61.19,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2011","2011",59.06,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2012","2012",56.27,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2013","2013",54.13,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2014","2014",51.44,"B","Break"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2015","2015",48.92,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2016","2016",47.5,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2017","2017",45.56,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2018","2018",44.35,"B","Break"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2019","2019",43.63,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2020","2020",42.54,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NLD","Netherlands","2021","2021",42.04,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2010","2010",38.2,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2011","2011",38.77,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2012","2012",40.12,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2013","2013",41.16,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2014","2014",41.69,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2015","2015",42.85,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2016","2016",43.95,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2017","2017",45.4,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2018","2018",46.4,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2019","2019",46.9,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2020","2020",47.72,"B","Break"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2021","2021",48.29,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2022","2022",48.54,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2010","2010",61.8,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2011","2011",61.21,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2012","2012",59.88,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2013","2013",58.84,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2014","2014",58.31,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2015","2015",57.15,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2016","2016",56.05,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2017","2017",54.6,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2018","2018",53.6,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2019","2019",53.1,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2020","2020",52.26,"B","Break"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2021","2021",51.71,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NZL","New Zealand","2022","2022",51.46,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2010","2010",41.75,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2011","2011",42.96,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2012","2012",44.63,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2013","2013",44.96,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2014","2014",45.73,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2015","2015",47.29,"B","Break"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2016","2016",48.9,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2017","2017",48.83,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2018","2018",49.33,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2019","2019",49.75,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2020","2020",50.61,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2021","2021",50.82,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2010","2010",58.25,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2011","2011",57.04,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2012","2012",55.37,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2013","2013",55.04,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2014","2014",54.27,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2015","2015",52.71,"B","Break"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2016","2016",51.1,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2017","2017",51.17,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2018","2018",50.67,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2019","2019",50.25,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2020","2020",49.39,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","NOR","Norway","2021","2021",49.18,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","POL","Poland","2019","2019",54.57,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","POL","Poland","2020","2020",55.17,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","POL","Poland","2021","2021",55.18,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","POL","Poland","2019","2019",45.43,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","POL","Poland","2020","2020",44.83,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","POL","Poland","2021","2021",44.82,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2010","2010",56.17,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2011","2011",55.89,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2012","2012",56.87,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2013","2013",55.9,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2014","2014",55.67,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2015","2015",56.12,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2016","2016",56.59,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2017","2017",57.72,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2018","2018",57.45,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2019","2019",58.25,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2020","2020",58.85,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2021","2021",59.77,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2010","2010",43.83,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2011","2011",44.11,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2012","2012",43.13,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2013","2013",44.1,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2014","2014",44.33,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2015","2015",43.88,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2016","2016",43.41,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2017","2017",42.28,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2018","2018",42.55,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2019","2019",41.75,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2020","2020",41.15,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SVK","Slovak Republic","2021","2021",40.23,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2010","2010",48.43,"E; D","Estimated value; Difference in methodology"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2011","2011",49.32,"E; B","Estimated value; Break"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2012","2012",47.25,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2013","2013",45.78,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2014","2014",50.88,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2015","2015",53.81,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2016","2016",57.25,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2017","2017",58.64,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2018","2018",60.05,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2019","2019",58.05,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2020","2020",56.04,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2021","2021",57.79,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2010","2010",51.57,"E; D","Estimated value; Difference in methodology"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2011","2011",50.68,"E; B","Estimated value; Break"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2012","2012",52.75,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2013","2013",54.22,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2014","2014",49.12,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2015","2015",46.19,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2016","2016",42.75,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2017","2017",41.36,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2018","2018",39.95,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2019","2019",41.95,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2020","2020",43.96,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","ESP","Spain","2021","2021",42.21,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2010","2010",44.5,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2011","2011",44.89,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2012","2012",45.6,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2013","2013",45.97,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2014","2014",46.47,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2015","2015",47.46,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2016","2016",48.26,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2017","2017",49.06,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2018","2018",49.57,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2019","2019",50.26,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2020","2020",51,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2010","2010",55.5,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2011","2011",55.11,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2012","2012",54.4,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2013","2013",54.03,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2014","2014",53.53,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2015","2015",52.54,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2016","2016",51.74,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2017","2017",50.94,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2018","2018",50.43,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2019","2019",49.74,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","SWE","Sweden","2020","2020",49,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2010","2010",35.04,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2011","2011",35.65,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2012","2012",36.62,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2013","2013",37.53,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2014","2014",38.65,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2015","2015",40.19,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2016","2016",41.41,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2017","2017",42.63,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2018","2018",43.3,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2019","2019",44.13,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2020","2020",45.09,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2021","2021",46.44,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2010","2010",64.96,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2011","2011",64.35,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2012","2012",63.38,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2013","2013",62.47,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2014","2014",61.35,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2015","2015",59.81,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2016","2016",58.59,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2017","2017",57.37,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2018","2018",56.7,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2019","2019",55.87,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2020","2020",54.91,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","CHE","Switzerland","2021","2021",53.56,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2010","2010",36.2,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2011","2011",36.19,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2012","2012",36.19,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2013","2013",36.19,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2014","2014",36.19,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2015","2015",36.19,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2016","2016",36.19,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2017","2017",36.19,"E","Estimated value"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2018","2018",36.19,"B","Break"
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2019","2019",37.38,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2020","2020",38.14,,
"PAGGF454","Female physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2021","2021",38.85,,
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2010","2010",63.8,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2011","2011",63.81,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2012","2012",63.81,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2013","2013",63.81,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2014","2014",63.81,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2015","2015",63.81,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2016","2016",63.81,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2017","2017",63.81,"E","Estimated value"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2018","2018",63.81,"B","Break"
"PAGGM454","Male physicians aged 45-54 years old","PHY454NB","% of total physicians aged 45-54 years old (head counts)","TUR","Türkiye","2019","2019",62.62,,
