Anno;Codice Regione;Descrizione Regione;Codice Azienda;Tipo Azienda;Codice struttura;Denominazione struttura;Indirizzo;Codice Comune;Comune;Sigla provincia;Codice tipo struttura;Descrizione tipo struttura;Tipo di Disciplina;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2020;080;EMILIA ROMAGNA;114;1;080252;CASA DI CURA PROF. E. MONTANARI         ;VIA ROMA 7                              ;099011;MORCIANO DI ROMAGNA                     ;RN;5.1;Casa di cura privata accreditata;ACUTI;51;0;0;3;54
2020;080;EMILIA ROMAGNA;114;1;080921;I.R.S.T. SRL IRCCS                      ;VIA P. MARONCELLI N. 40                 ;040019;MELDOLA                                 ;FC;3.2;IRCCS privato;ACUTI;36;0;6;0;42
2020;080;EMILIA ROMAGNA;902;2;080902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14                         ;034027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università;ACUTI;803;2;62;14;881
2020;080;EMILIA ROMAGNA;902;2;080902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14                         ;034027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università;LUNGODEGENZA;110;0;0;0;110
2020;080;EMILIA ROMAGNA;902;2;080902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14                         ;034027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università;RIABILITAZIONE;12;0;3;0;15
2020;080;EMILIA ROMAGNA;904;2;080904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71                       ;036023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università;ACUTI;873;1;26;18;918
2020;080;EMILIA ROMAGNA;904;2;080904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71                       ;036023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università;LUNGODEGENZA;84;0;0;0;84
2020;080;EMILIA ROMAGNA;904;2;080904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71                       ;036023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università;RIABILITAZIONE;38;0;3;0;41
2020;080;EMILIA ROMAGNA;908;2;080908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA GIUSEPPE MASSARENTI 9               ;037006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università;ACUTI;1106;2;59;0;1167
2020;080;EMILIA ROMAGNA;908;2;080908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA GIUSEPPE MASSARENTI 9               ;037006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università;LUNGODEGENZA;1;0;0;0;1
2020;080;EMILIA ROMAGNA;908;2;080908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA GIUSEPPE MASSARENTI 9               ;037006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università;RIABILITAZIONE;8;0;21;0;29
2020;080;EMILIA ROMAGNA;909;2;080909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO 8                         ;038008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università;ACUTI;515;0;17;28;560
2020;080;EMILIA ROMAGNA;909;2;080909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO 8                         ;038008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università;LUNGODEGENZA;10;0;0;0;10
2020;080;EMILIA ROMAGNA;909;2;080909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO 8                         ;038008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università;RIABILITAZIONE;70;0;2;0;72
2020;080;EMILIA ROMAGNA;960;2;080960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1                           ;037006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico;ACUTI;243;21;4;10;278
2020;080;EMILIA ROMAGNA;960;2;080960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1                           ;037006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico;RIABILITAZIONE;14;1;0;0;15
2020;090;TOSCANA;201;1;090207;CASA DI CURA S. RITA                    ;V. MANIN N. 29 MONTECATINI T.           ;047011;MONTECATINI-TERME                       ;PT;5.1;Casa di cura privata accreditata;ACUTI;37;0;0;5;42
2020;090;TOSCANA;201;1;090210;CASA DI CURA VILLA FIORITA              ;VIA CANTAGALLO 56                       ;100005;PRATO                                   ;PO;5.1;Casa di cura privata accreditata;ACUTI;55;0;0;22;77
2020;090;TOSCANA;201;1;090216;VILLA DEI PINI S.R.L.                   ;VIA UGO FOSCOLO 78                      ;048017;FIRENZE                                 ;FI;5.1;Casa di cura privata accreditata;ACUTI;60;0;5;0;65
2020;090;TOSCANA;201;1;090216;VILLA DEI PINI S.R.L.                   ;VIA UGO FOSCOLO 78                      ;048017;FIRENZE                                 ;FI;5.1;Casa di cura privata accreditata;RIABILITAZIONE;5;0;5;0;10
2020;090;TOSCANA;201;1;090218;IFCA SPA CASA DI CURA ULIVELLA E GLICINI;VIA DEL PERGOLINO 4/6                   ;048017;FIRENZE                                 ;FI;5.1;Casa di cura privata accreditata;ACUTI;116;0;1;19;136
2020;090;TOSCANA;201;1;090218;IFCA SPA CASA DI CURA ULIVELLA E GLICINI;VIA DEL PERGOLINO 4/6                   ;048017;FIRENZE                                 ;FI;5.1;Casa di cura privata accreditata;LUNGODEGENZA;7;0;0;0;7
2020;090;TOSCANA;201;1;090218;IFCA SPA CASA DI CURA ULIVELLA E GLICINI;VIA DEL PERGOLINO 4/6                   ;048017;FIRENZE                                 ;FI;5.1;Casa di cura privata accreditata;RIABILITAZIONE;78;0;4;0;82
2020;090;TOSCANA;201;1;090219;VILLA MARIA TERESA HOSPITAL SRL         ;VIA DELLA CERNAIA 18                    ;048017;FIRENZE                                 ;FI;5.1;Casa di cura privata accreditata;ACUTI;24;0;0;0;24
2020;090;TOSCANA;201;1;090219;VILLA MARIA TERESA HOSPITAL SRL         ;VIA DELLA CERNAIA 18                    ;048017;FIRENZE                                 ;FI;5.1;Casa di cura privata accreditata;LUNGODEGENZA;17;0;0;0;17
2020;090;TOSCANA;201;1;090229;VILLA DELLE TERME SPA                   ;VIA CASSIA, 217 LOC. FALCIANI           ;048022;IMPRUNETA                               ;FI;5.1;Casa di cura privata accreditata;LUNGODEGENZA;152;0;0;0;152
2020;090;TOSCANA;201;1;090229;VILLA DELLE TERME SPA                   ;VIA CASSIA, 217 LOC. FALCIANI           ;048022;IMPRUNETA                               ;FI;5.1;Casa di cura privata accreditata;RIABILITAZIONE;109;0;0;0;109
2020;090;TOSCANA;201;1;090230;CASA DI CURA VAL DI SIEVE SRL           ;VIA FORLIVESE, 122                      ;048032;PELAGO                                  ;FI;5.1;Casa di cura privata accreditata;ACUTI;67;0;0;2;69
2020;090;TOSCANA;201;1;090230;CASA DI CURA VAL DI SIEVE SRL           ;VIA FORLIVESE, 122                      ;048032;PELAGO                                  ;FI;5.1;Casa di cura privata accreditata;LUNGODEGENZA;9;0;0;0;9
2020;090;TOSCANA;201;1;090230;CASA DI CURA VAL DI SIEVE SRL           ;VIA FORLIVESE, 122                      ;048032;PELAGO                                  ;FI;5.1;Casa di cura privata accreditata;RIABILITAZIONE;15;0;0;0;15
2020;090;TOSCANA;201;1;090235;"CASA DI CURA ""LEONARDO""                 ";VIA P.GROCCO,136  LOC. SOVIGLIANA       ;048050;VINCI                                   ;FI;5.1;Casa di cura privata accreditata;ACUTI;56;0;0;4;60
2020;090;TOSCANA;201;1;090240;CASA DI CURA FRATE SOLE  SRL            ;VIA SAN ROMOLO 109                      ;048052;FIGLINE E INCISA VALDARNO;FI;5.1;Casa di cura privata accreditata;ACUTI;40;0;0;1;41
2020;090;TOSCANA;201;1;090240;CASA DI CURA FRATE SOLE  SRL            ;VIA SAN ROMOLO 109                      ;048052;FIGLINE E INCISA VALDARNO;FI;5.1;Casa di cura privata accreditata;RIABILITAZIONE;40;0;0;0;40
2020;090;TOSCANA;201;1;090606;SPEDALI RIUNITI                         ;VIA CILIEGIOLE, 97                      ;047014;PISTOIA                                 ;PT;1;Ospedale a gestione diretta;ACUTI;375;4;20;11;410
2020;090;TOSCANA;201;1;090607;OSPEDALE DELLA VALDINIEVOLE             ;V. C. BATTISTI PESCIA                   ;047012;PESCIA                                  ;PT;1;Ospedale a gestione diretta;ACUTI;180;0;13;17;210
2020;090;TOSCANA;201;1;090607;OSPEDALE DELLA VALDINIEVOLE             ;V. C. BATTISTI PESCIA                   ;047012;PESCIA                                  ;PT;1;Ospedale a gestione diretta;RIABILITAZIONE;6;0;0;0;6
2020;090;TOSCANA;201;1;090608;NUOVO OSPEDALE DI PRATO S.STEFANO       ;VIA SUOR NICCOLINA INFERMIERA 20/22     ;100005;PRATO                                   ;PO;1;Ospedale a gestione diretta;ACUTI;475;0;35;28;538
2020;090;TOSCANA;201;1;090608;NUOVO OSPEDALE DI PRATO S.STEFANO       ;VIA SUOR NICCOLINA INFERMIERA 20/22     ;100005;PRATO                                   ;PO;1;Ospedale a gestione diretta;RIABILITAZIONE;31;0;1;0;32
2020;090;TOSCANA;201;1;090627;OSPEDALE DI BORGO SAN LORENZO           ;VIALE DELLA RESISTENZA                  ;048004;BORGO SAN LORENZO                       ;FI;1;Ospedale a gestione diretta;ACUTI;95;0;8;7;110
2020;090;TOSCANA;201;1;090629;OSPEDALE FIORENTINO SUD-EST             ;VIA DELL'ANTELLA 58                     ;048001;BAGNO A RIPOLI                          ;FI;1;Ospedale a gestione diretta;ACUTI;320;0;55;14;389
2020;090;TOSCANA;201;1;090632;OSPEDALE FIORENTINO                     ;PIAZZA SANTA MARIA NUOVA 1              ;048017;FIRENZE                                 ;FI;1;Ospedale a gestione diretta;ACUTI;346;0;34;37;417
2020;090;TOSCANA;201;1;090642;PRESIDIO OSPEDALIERO ASL 11 EMPOLI      ;VIALE BOCCACCIO                         ;048014;EMPOLI                                  ;FI;1;Ospedale a gestione diretta;ACUTI;359;23;27;24;433
2020;090;TOSCANA;201;1;090642;PRESIDIO OSPEDALIERO ASL 11 EMPOLI      ;VIALE BOCCACCIO                         ;048014;EMPOLI                                  ;FI;1;Ospedale a gestione diretta;RIABILITAZIONE;14;1;2;0;17
2020;090;TOSCANA;201;1;090910;FONDAZIONE DON CARLO GNOCCHI - ONLUS    ;VIA DI SCANDICCI                        ;048017;FIRENZE                                 ;FI;3.2;IRCCS privato;RIABILITAZIONE;110;0;0;0;110
2020;090;TOSCANA;202;1;090202;CASA CURA S.CAMILLO FORTE DEI MARMI SRL ;VIA P.IGNAZIO DA CARRARA, 37            ;046013;FORTE DEI MARMI                         ;LU;5.1;Casa di cura privata accreditata;ACUTI;27;0;0;39;66
2020;090;TOSCANA;202;1;090202;CASA CURA S.CAMILLO FORTE DEI MARMI SRL ;VIA P.IGNAZIO DA CARRARA, 37            ;046013;FORTE DEI MARMI                         ;LU;5.1;Casa di cura privata accreditata;RIABILITAZIONE;42;0;30;0;72
2020;090;TOSCANA;202;1;090203;CASA DI CURA MD BARBANTINI              ;VIA FOSSO GUIDARIO, 89  LOC. BICCHIO    ;046033;VIAREGGIO                               ;LU;5.1;Casa di cura privata accreditata;RIABILITAZIONE;32;0;0;0;32
2020;090;TOSCANA;202;1;090204;C. DI CURA M.D. BARBANTINI SANTA CHIARA ;VIA DEL CALCIO 2                        ;046017;LUCCA                                   ;LU;5.1;Casa di cura privata accreditata;ACUTI;45;0;5;15;65
2020;090;TOSCANA;202;1;090205;CASA DI CURA S.ZITA                     ;VIA DEL PANIFICIO 13                    ;046017;LUCCA                                   ;LU;5.1;Casa di cura privata accreditata;ACUTI;56;0;4;6;66
2020;090;TOSCANA;202;1;090206;CASA DI CURA VILLE DI NOZZANO           ;VIA BORDOGNA 144                        ;046017;LUCCA                                   ;LU;5.1;Casa di cura privata accreditata;ACUTI;22;0;2;0;24
2020;090;TOSCANA;202;1;090206;CASA DI CURA VILLE DI NOZZANO           ;VIA BORDOGNA 144                        ;046017;LUCCA                                   ;LU;5.1;Casa di cura privata accreditata;RIABILITAZIONE;15;0;1;0;16
2020;090;TOSCANA;202;1;090231;CASA DI CURA SUORE DELL'ADDOLORATA      ;V. MANZONI 13                           ;050026;PISA                                    ;PI;5.1;Casa di cura privata accreditata;ACUTI;0;0;0;8;8
2020;090;TOSCANA;202;1;090232;CASA DI CURA PRIVATA DELLA MISERICORDIA ;VIA CARLO CAMMEO 24  , NAVACCHIO        ;050008;CASCINA                                 ;PI;5.1;Casa di cura privata accreditata;ACUTI;29;0;2;0;31
2020;090;TOSCANA;202;1;090234;CASA DI CURA VILLA TIRRENA              ;VIA MONTEBELLO 102                      ;049009;LIVORNO                                 ;LI;5.1;Casa di cura privata accreditata;ACUTI;11;0;0;15;26
2020;090;TOSCANA;202;1;090241;CEN.S. MARIA ALLA PINETA  F. DON GNOCCHI;VIA DON GNOCCHI N° 24                   ;045010;MASSA                                   ;MS;5.1;Casa di cura privata accreditata;RIABILITAZIONE;45;0;0;0;45
2020;090;TOSCANA;202;1;090601;PRESIDIO OSPEDALIERO  ZONA LUNIGIANA    ;SALITA S. FRANCESCO 1/ VIA NAZIONALE    ;045007;FIVIZZANO                               ;MS;1;Ospedale a gestione diretta;ACUTI;88;1;3;5;97
2020;090;TOSCANA;202;1;090601;PRESIDIO OSPEDALIERO  ZONA LUNIGIANA    ;SALITA S. FRANCESCO 1/ VIA NAZIONALE    ;045007;FIVIZZANO                               ;MS;1;Ospedale a gestione diretta;RIABILITAZIONE;13;0;0;0;13
2020;090;TOSCANA;202;1;090602;PRESIDIO OSPEDALIERO ZONA DELLE APUANE  ;VIA DON MINZONI 3                       ;045003;CARRARA                                 ;MS;1;Ospedale a gestione diretta;ACUTI;305;3;24;16;348
2020;090;TOSCANA;202;1;090603;PRESIDIO OSPEDALIERO VALLE DEL SERCHIO  ;VIA DELL'OSPEDALE 3                     ;046009;CASTELNUOVO DI GARFAGNANA               ;LU;1;Ospedale a gestione diretta;ACUTI;107;5;12;5;129
2020;090;TOSCANA;202;1;090603;PRESIDIO OSPEDALIERO VALLE DEL SERCHIO  ;VIA DELL'OSPEDALE 3                     ;046009;CASTELNUOVO DI GARFAGNANA               ;LU;1;Ospedale a gestione diretta;RIABILITAZIONE;19;1;0;0;20
2020;090;TOSCANA;202;1;090604;PRESIDIO OSPEDALIERO SAN LUCA           ;VIA GUGLIELMO LIPPI FRANCESCONI         ;046017;LUCCA                                   ;LU;1;Ospedale a gestione diretta;ACUTI;305;7;37;18;367
2020;090;TOSCANA;202;1;090609;"PRESIDIO OSPEDALIERO ""S.MARIA MADDALENA""";BORGO S.LAZZARO,5                       ;050039;VOLTERRA                                ;PI;1;Ospedale a gestione diretta;ACUTI;45;6;3;4;58
2020;090;TOSCANA;202;1;090610;"PRESIDIO OSPEDALIERO ""FELICE LOTTI""     ";VIA ROMA,180                            ;050029;PONTEDERA                               ;PI;1;Ospedale a gestione diretta;ACUTI;235;9;4;16;264
2020;090;TOSCANA;202;1;090613;OSPEDALE LIVORNO                        ;VIALE ALFIERI, 36                       ;049009;LIVORNO                                 ;LI;1;Ospedale a gestione diretta;ACUTI;358;5;24;33;420
2020;090;TOSCANA;202;1;090614;OSP.  ZONA B.VAL DI CECINA VAL DI CORNIA;VIA FORLANINI, 24                       ;049012;PIOMBINO                                ;LI;1;Ospedale a gestione diretta;ACUTI;222;6;20;13;261
2020;090;TOSCANA;202;1;090614;OSP.  ZONA B.VAL DI CECINA VAL DI CORNIA;VIA FORLANINI, 24                       ;049012;PIOMBINO                                ;LI;1;Ospedale a gestione diretta;RIABILITAZIONE;12;0;0;0;12
2020;090;TOSCANA;202;1;090615;OSPEDALE DI PORTOFERRAIO                ;LOC. S.ROCCO                            ;049014;PORTOFERRAIO                            ;LI;1;Ospedale a gestione diretta;ACUTI;57;3;7;3;70
2020;090;TOSCANA;202;1;090640;OSPEDALE VERSILIA                       ;VIA AURELIA, 335                        ;046005;CAMAIORE                                ;LU;1;Ospedale a gestione diretta;ACUTI;313;11;29;15;368
2020;090;TOSCANA;202;1;090640;OSPEDALE VERSILIA                       ;VIA AURELIA, 335                        ;046005;CAMAIORE                                ;LU;1;Ospedale a gestione diretta;RIABILITAZIONE;33;0;7;0;40
2020;090;TOSCANA;202;1;090909;AUXILIUM VITAE VOLTERRA SPA             ;BORGO SAN LAZZARO, 5                    ;050039;VOLTERRA                                ;PI;8;Istituto qualificato presidio della U.S.L.;RIABILITAZIONE;84;0;2;0;86
2020;090;TOSCANA;203;1;090236;CENTRO CHIRURGICO TOSCANO               ;VIA DEI LECCI, 22                       ;051002;AREZZO                                  ;AR;5.1;Casa di cura privata accreditata;ACUTI;95;0;0;0;95
2020;090;TOSCANA;203;1;090237;CASA DI CURA S.GIUSEPPE                 ;VIA A. SAFFI, 33                        ;051002;AREZZO                                  ;AR;5.1;Casa di cura privata accreditata;ACUTI;83;0;0;10;93
2020;090;TOSCANA;203;1;090239;RUGANI HOSPITAL SRL                     ;SS 222 CHIANTIGIANA                     ;052016;MONTERIGGIONI                           ;SI;5.1;Casa di cura privata accreditata;ACUTI;44;0;0;6;50
2020;090;TOSCANA;203;1;090239;RUGANI HOSPITAL SRL                     ;SS 222 CHIANTIGIANA                     ;052016;MONTERIGGIONI                           ;SI;5.1;Casa di cura privata accreditata;RIABILITAZIONE;30;0;0;0;30
2020;090;TOSCANA;203;1;090618;OSPEDALE DEL CASENTINO                  ;VIALE FILIPPO TURATI                    ;051004;BIBBIENA                                ;AR;1;Ospedale a gestione diretta;ACUTI;46;6;3;2;57
2020;090;TOSCANA;203;1;090618;OSPEDALE DEL CASENTINO                  ;VIALE FILIPPO TURATI                    ;051004;BIBBIENA                                ;AR;1;Ospedale a gestione diretta;RIABILITAZIONE;2;0;0;0;2
2020;090;TOSCANA;203;1;090619;OSPEDALE DELLA VALTIBERINA              ;VIA SANTI DI TITO, 24                   ;051034;SANSEPOLCRO                             ;AR;1;Ospedale a gestione diretta;ACUTI;41;3;4;5;53
2020;090;TOSCANA;203;1;090619;OSPEDALE DELLA VALTIBERINA              ;VIA SANTI DI TITO, 24                   ;051034;SANSEPOLCRO                             ;AR;1;Ospedale a gestione diretta;RIABILITAZIONE;2;0;0;0;2
2020;090;TOSCANA;203;1;090621;OSPEDALE AREA ARETINA NORD              ;VIA P. NENNI                            ;051002;AREZZO                                  ;AR;1;Ospedale a gestione diretta;ACUTI;298;38;41;16;393
2020;090;TOSCANA;203;1;090621;OSPEDALE AREA ARETINA NORD              ;VIA P. NENNI                            ;051002;AREZZO                                  ;AR;1;Ospedale a gestione diretta;RIABILITAZIONE;17;0;0;0;17
2020;090;TOSCANA;203;1;090623;OSPEDALE  S.ANDREA   MASSA MARITTIMA    ;VIA RISORGIMENTO, 43                    ;053015;MASSA MARITTIMA                         ;GR;1;Ospedale a gestione diretta;ACUTI;52;0;8;3;63
2020;090;TOSCANA;203;1;090623;OSPEDALE  S.ANDREA   MASSA MARITTIMA    ;VIA RISORGIMENTO, 43                    ;053015;MASSA MARITTIMA                         ;GR;1;Ospedale a gestione diretta;RIABILITAZIONE;1;0;0;0;1
2020;090;TOSCANA;203;1;090624;OSPEDALE DELLE COLLINE DELL'ALBEGNA     ;LUNGOLAGO DEI PESCATORI                 ;053018;ORBETELLO                               ;GR;1;Ospedale a gestione diretta;ACUTI;69;0;15;6;90
2020;090;TOSCANA;203;1;090625;OSPEDALE CIVILE DI CASTEL DEL PIANO     ;VIA DANTE ALIGHIERI                     ;053004;CASTEL DEL PIANO                        ;GR;1;Ospedale a gestione diretta;ACUTI;23;0;4;0;27
2020;090;TOSCANA;203;1;090625;OSPEDALE CIVILE DI CASTEL DEL PIANO     ;VIA DANTE ALIGHIERI                     ;053004;CASTEL DEL PIANO                        ;GR;1;Ospedale a gestione diretta;RIABILITAZIONE;9;0;0;0;9
2020;090;TOSCANA;203;1;090626;OSPEDALE DELLA MISERICORDIA GROSSETO    ;VIA SENESE, 169                         ;053011;GROSSETO                                ;GR;1;Ospedale a gestione diretta;ACUTI;302;0;26;11;339
2020;090;TOSCANA;203;1;090626;OSPEDALE DELLA MISERICORDIA GROSSETO    ;VIA SENESE, 169                         ;053011;GROSSETO                                ;GR;1;Ospedale a gestione diretta;RIABILITAZIONE;6;0;0;0;6
2020;090;TOSCANA;203;1;090634;SERVIZIO PSICHIATRICO DIAGNOSI E CURA   ;VIALE BRACCI 16                         ;052032;SIENA                                   ;SI;1;Ospedale a gestione diretta;ACUTI;8;0;0;0;8
2020;090;TOSCANA;203;1;090637;PRESIDIO OSPEDALIERO AMIATA SENESE      ;VIA TRENTO                              ;052001;ABBADIA SAN SALVATORE                   ;SI;1;Ospedale a gestione diretta;ACUTI;22;2;4;5;33
2020;090;TOSCANA;203;1;090638;OSPEDALE DELL'ALTA VAL D'ELSA           ;LOC.CAMPOSTAGGIA                        ;052022;POGGIBONSI                              ;SI;1;Ospedale a gestione diretta;ACUTI;115;4;20;7;146
2020;090;TOSCANA;203;1;090638;OSPEDALE DELL'ALTA VAL D'ELSA           ;LOC.CAMPOSTAGGIA                        ;052022;POGGIBONSI                              ;SI;1;Ospedale a gestione diretta;RIABILITAZIONE;4;0;0;0;4
2020;090;TOSCANA;203;1;090639;OSPEDALI RIUNITI DELLA VAL DI CHIANA    ;VIA PROVINCIALE MONTEPULCIANO, 5        ;052015;MONTEPULCIANO                           ;SI;1;Ospedale a gestione diretta;ACUTI;117;4;5;19;145
2020;090;TOSCANA;203;1;090639;OSPEDALI RIUNITI DELLA VAL DI CHIANA    ;VIA PROVINCIALE MONTEPULCIANO, 5        ;052015;MONTEPULCIANO                           ;SI;1;Ospedale a gestione diretta;RIABILITAZIONE;3;0;0;0;3
2020;090;TOSCANA;203;1;090641;OSPEDALE NUOVO VALDARNO;P.DEL VOLONTARIATO 2 LOC. GRUCCIA;051026;MONTEVARCHI                             ;AR;1;Ospedale a gestione diretta;ACUTI;137;3;8;8;156
2020;090;TOSCANA;203;1;090643;NUOVO OSPEDALE VALDICHIANA S. MARGHERITA;LOC. FRATTA                             ;051017;CORTONA                                 ;AR;1;Ospedale a gestione diretta;ACUTI;47;6;6;7;66
2020;090;TOSCANA;203;1;090643;NUOVO OSPEDALE VALDICHIANA S. MARGHERITA;LOC. FRATTA                             ;051017;CORTONA                                 ;AR;1;Ospedale a gestione diretta;RIABILITAZIONE;5;0;0;0;5
2020;090;TOSCANA;203;1;090911;CENTRO RIABILITAZIONE TERRANUOVA B. SPA ;PIAZZA VOLONTARIATO 2                   ;051026;MONTEVARCHI                             ;AR;8;Istituto qualificato presidio della U.S.L.;RIABILITAZIONE;60;0;0;0;60
2020;090;TOSCANA;901;2;090901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67                             ;050026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università;ACUTI;979;29;95;38;1141
2020;090;TOSCANA;901;2;090901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67                             ;050026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università;RIABILITAZIONE;20;0;5;0;25
2020;090;TOSCANA;901;2;090906;FONDAZIONE STELLA MARIS - CALAMBRONE    ;VIALE DEL TIRRENO 331 - CALAMBRONE      ;050026;PISA                                    ;PI;3.3;IRCCS fondazione;ACUTI;32;0;19;0;51
2020;090;TOSCANA;901;2;090906;FONDAZIONE STELLA MARIS - CALAMBRONE    ;VIALE DEL TIRRENO 331 - CALAMBRONE      ;050026;PISA                                    ;PI;3.3;IRCCS fondazione;RIABILITAZIONE;7;0;3;0;10
2020;090;TOSCANA;901;2;090907;FONDAZIONE CNR-RT G. MONASTERIO         ;VIA TRIESTE 41                          ;050026;PISA                                    ;PI;9;Ente di ricerca;ACUTI;119;2;2;0;123
2020;090;TOSCANA;902;2;090902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;052032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università;ACUTI;559;0;67;12;638
2020;090;TOSCANA;902;2;090902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;052032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università;RIABILITAZIONE;3;0;0;0;3
2020;090;TOSCANA;903;2;090903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3                      ;048017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università;ACUTI;960;28;73;67;1128
2020;090;TOSCANA;903;2;090903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3                      ;048017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università;RIABILITAZIONE;36;0;6;0;42
2020;090;TOSCANA;904;2;090904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24                     ;048017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università;ACUTI;183;0;60;12;255
2020;100;UMBRIA;201;1;100701;CASA DI CURA VILLA FIORITA;VIA XX SETTEMBRE, 55;054039;PERUGIA                                 ;PG;5.1;Casa di cura privata accreditata;ACUTI;36;0;0;4;40
2020;100;UMBRIA;201;1;100701;CASA DI CURA VILLA FIORITA;VIA XX SETTEMBRE, 55;054039;PERUGIA                                 ;PG;5.1;Casa di cura privata accreditata;RIABILITAZIONE;10;0;0;0;10
2020;100;UMBRIA;201;1;100702;Istituto Clinico Porta Sole Casa di Cura;VIA DEL GIOCHETTO, 49/55;054039;PERUGIA                                 ;PG;5.1;Casa di cura privata accreditata;ACUTI;65;0;0;6;71
2020;100;UMBRIA;201;1;100703;CLINICA LAMI;VIA SOLATIA, 3;054039;PERUGIA                                 ;PG;5.1;Casa di cura privata accreditata;ACUTI;45;0;0;5;50
2020;100;UMBRIA;201;1;100703;CLINICA LAMI;VIA SOLATIA, 3;054039;PERUGIA                                 ;PG;5.1;Casa di cura privata accreditata;RIABILITAZIONE;15;0;0;0;15
2020;100;UMBRIA;201;1;100704;CASA DI CURA LIOTTI;VIA SERAFINO SIEPI, 11;054039;PERUGIA                                 ;PG;5.1;Casa di cura privata accreditata;ACUTI;54;0;0;6;60
2020;100;UMBRIA;201;1;100704;CASA DI CURA LIOTTI;VIA SERAFINO SIEPI, 11;054039;PERUGIA                                 ;PG;5.1;Casa di cura privata accreditata;RIABILITAZIONE;6;0;0;0;6
2020;100;UMBRIA;201;1;100801;PRESIDIO OSPEDALIERO ALTO TEVERE;VIA LUIGI ANGELINI, 10;054013;CITTA' DI CASTELLO                      ;PG;1;Ospedale a gestione diretta;ACUTI;168;0;12;30;210
2020;100;UMBRIA;201;1;100801;PRESIDIO OSPEDALIERO ALTO TEVERE;VIA LUIGI ANGELINI, 10;054013;CITTA' DI CASTELLO                      ;PG;1;Ospedale a gestione diretta;LUNGODEGENZA;6;0;0;0;6
2020;100;UMBRIA;201;1;100801;PRESIDIO OSPEDALIERO ALTO TEVERE;VIA LUIGI ANGELINI, 10;054013;CITTA' DI CASTELLO                      ;PG;1;Ospedale a gestione diretta;RIABILITAZIONE;102;0;10;0;112
