"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2003","2003",19,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2004","2004",16,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2005","2005",26,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2006","2006",27,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2007","2007",15,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2008","2008",11,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2009","2009",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2010","2010",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2011","2011",4,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2012","2012",14,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2013","2013",9,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2014","2014",13,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2015","2015",12,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2016","2016",12,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2017","2017",17,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2018","2018",35,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2019","2019",46,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2020","2020",52,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2021","2021",94,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2002","2002",48,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2003","2003",55,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2004","2004",38,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2005","2005",33,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2006","2006",45,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2007","2007",30,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2008","2008",35,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2009","2009",46,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2010","2010",29,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2011","2011",43,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2012","2012",33,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2013","2013",25,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2014","2014",31,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2015","2015",27,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2016","2016",36,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2017","2017",47,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2018","2018",55,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2019","2019",65,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2020","2020",93,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2021","2021",87,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2003","2003",1,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2006","2006",2,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2009","2009",1,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2010","2010",2,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2011","2011",2,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2012","2012",2,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2013","2013",2,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2015","2015",1,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2016","2016",3,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2017","2017",1,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2018","2018",1,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2019","2019",2,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2020","2020",4,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","TUR","Turkey","2022","2022",3,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2018","2018",1,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2007","2007",1,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2008","2008",2,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2009","2009",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2002","2002",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2003","2003",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2004","2004",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2005","2005",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2006","2006",2,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2007","2007",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2008","2008",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2009","2009",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2010","2010",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2011","2011",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2012","2012",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2013","2013",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2014","2014",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2015","2015",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2016","2016",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2017","2017",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2018","2018",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2019","2019",1,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2020","2020",0,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TKM","Turkmenistan","2021","2021",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2000","2000",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2001","2001",1,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2002","2002",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2003","2003",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2004","2004",3,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2005","2005",2,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2006","2006",6,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2007","2007",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2008","2008",6,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2009","2009",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2010","2010",3,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2011","2011",0,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2012","2012",2,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2013","2013",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2014","2014",3,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2015","2015",8,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2016","2016",5,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2017","2017",2,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2018","2018",9,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2019","2019",4,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2020","2020",4,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2021","2021",5,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2014","2014",2,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2015","2015",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2000","2000",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2001","2001",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2002","2002",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2003","2003",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2004","2004",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2005","2005",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2006","2006",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2007","2007",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2008","2008",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2009","2009",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2010","2010",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2011","2011",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2012","2012",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2013","2013",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2014","2014",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2015","2015",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2016","2016",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2017","2017",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2018","2018",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2019","2019",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2020","2020",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2021","2021",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2022","2022",0,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2000","2000",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2001","2001",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2002","2002",9,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2003","2003",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2004","2004",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2005","2005",17,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2006","2006",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2007","2007",8,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2008","2008",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2009","2009",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2010","2010",2,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2012","2012",3,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2013","2013",2,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2014","2014",4,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2015","2015",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2016","2016",4,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2017","2017",2,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2018","2018",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2019","2019",13,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2020","2020",5,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2021","2021",6,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2002","2002",7,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2003","2003",23,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2004","2004",11,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2005","2005",12,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2006","2006",9,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2007","2007",4,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2008","2008",6,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2009","2009",2,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2010","2010",4,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2011","2011",4,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2012","2012",7,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2013","2013",4,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2014","2014",3,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2015","2015",2,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2016","2016",3,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2017","2017",5,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2018","2018",10,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2019","2019",4,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2020","2020",2,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","UGA","Uganda","2021","2021",9,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",3,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",1,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",2,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",4,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",3,,
"BEL","Belgium","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2022","2022",2,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2000","2000",3,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",6,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2002","2002",13,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",11,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",17,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",17,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",18,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",14,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",14,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",22,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",15,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",16,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",16,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",14,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",11,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",19,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",15,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",10,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",17,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",7,,
"CAN","Canada","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",6,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",1,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",2,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",5,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",8,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",5,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",2,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",4,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",12,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",21,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",18,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",38,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",47,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",31,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",59,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",89,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",131,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",104,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",19,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",58,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",59,,
"CZE","Czechia","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2022","2022",73,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",1,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2002","2002",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",3,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",6,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",5,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",7,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",1,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2010","2010",2,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",2,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",2,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",4,,
"DNK","Denmark","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",3,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",5,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",5,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",1,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",3,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",2,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",11,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2011","2011",8,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2012","2012",9,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2013","2013",12,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2014","2014",9,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2015","2015",5,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2016","2016",8,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2017","2017",7,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2018","2018",5,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2019","2019",4,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2020","2020",3,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2021","2021",2,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2000","2000",13,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2001","2001",8,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2002","2002",28,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2003","2003",18,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2004","2004",23,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2005","2005",19,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2006","2006",17,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2007","2007",10,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2008","2008",8,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","UKR","Ukraine","2009","2009",4,,
