Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Italy,ITA,1992,"Population ages 15-64, female",SP.POP.1564.FE.IN,19717817
Italy,ITA,1991,"Population ages 15-64, female",SP.POP.1564.FE.IN,19659482
Italy,ITA,1990,"Population ages 15-64, female",SP.POP.1564.FE.IN,19566739
Italy,ITA,1989,"Population ages 15-64, female",SP.POP.1564.FE.IN,19516817
Italy,ITA,1988,"Population ages 15-64, female",SP.POP.1564.FE.IN,19463854
Italy,ITA,1987,"Population ages 15-64, female",SP.POP.1564.FE.IN,19416829
Italy,ITA,1986,"Population ages 15-64, female",SP.POP.1564.FE.IN,19368812
Italy,ITA,1985,"Population ages 15-64, female",SP.POP.1564.FE.IN,19323959
Italy,ITA,1984,"Population ages 15-64, female",SP.POP.1564.FE.IN,19221224
Italy,ITA,1983,"Population ages 15-64, female",SP.POP.1564.FE.IN,19035366
Italy,ITA,1982,"Population ages 15-64, female",SP.POP.1564.FE.IN,18832831
Italy,ITA,1981,"Population ages 15-64, female",SP.POP.1564.FE.IN,18642421
Italy,ITA,1980,"Population ages 15-64, female",SP.POP.1564.FE.IN,18488013
Italy,ITA,1979,"Population ages 15-64, female",SP.POP.1564.FE.IN,18359472
Italy,ITA,1978,"Population ages 15-64, female",SP.POP.1564.FE.IN,18245174
Italy,ITA,1977,"Population ages 15-64, female",SP.POP.1564.FE.IN,18149463
Italy,ITA,1976,"Population ages 15-64, female",SP.POP.1564.FE.IN,18059350
Italy,ITA,1975,"Population ages 15-64, female",SP.POP.1564.FE.IN,17969353
Italy,ITA,1974,"Population ages 15-64, female",SP.POP.1564.FE.IN,17886860
Italy,ITA,1973,"Population ages 15-64, female",SP.POP.1564.FE.IN,17819093
Italy,ITA,1972,"Population ages 15-64, female",SP.POP.1564.FE.IN,17754909
Italy,ITA,1971,"Population ages 15-64, female",SP.POP.1564.FE.IN,17716042
Italy,ITA,1970,"Population ages 15-64, female",SP.POP.1564.FE.IN,17700008
Italy,ITA,1969,"Population ages 15-64, female",SP.POP.1564.FE.IN,17680808
Italy,ITA,1968,"Population ages 15-64, female",SP.POP.1564.FE.IN,17656286
Italy,ITA,1967,"Population ages 15-64, female",SP.POP.1564.FE.IN,17622835
Italy,ITA,1966,"Population ages 15-64, female",SP.POP.1564.FE.IN,17578752
Italy,ITA,1965,"Population ages 15-64, female",SP.POP.1564.FE.IN,17514399
Italy,ITA,1964,"Population ages 15-64, female",SP.POP.1564.FE.IN,17426513
Italy,ITA,1963,"Population ages 15-64, female",SP.POP.1564.FE.IN,17313948
Italy,ITA,1962,"Population ages 15-64, female",SP.POP.1564.FE.IN,17188369
Italy,ITA,1961,"Population ages 15-64, female",SP.POP.1564.FE.IN,17071386
Italy,ITA,1960,"Population ages 15-64, female",SP.POP.1564.FE.IN,16986839
Italy,ITA,2022,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,61.8497498322112
Italy,ITA,2021,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.0207940689706
Italy,ITA,2020,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.1446794776542
Italy,ITA,2019,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.2612483940727
Italy,ITA,2018,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.3713487118704
Italy,ITA,2017,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.4568560664446
Italy,ITA,2016,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.5707865902295
Italy,ITA,2015,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.7152609202787
Italy,ITA,2014,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,62.9130399518835
Italy,ITA,2013,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.1812962082207
Italy,ITA,2012,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.4585831379491
Italy,ITA,2011,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.7447019604167
Italy,ITA,2010,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.8998184152972
Italy,ITA,2009,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.9340418751169
Italy,ITA,2008,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.9917788514242
Italy,ITA,2007,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.0159820565177
Italy,ITA,2006,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.1119668372523
Italy,ITA,2005,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.3573591202345
Italy,ITA,2004,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.64988228764
Italy,ITA,2003,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.8638779702376
Italy,ITA,2002,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.0789986756541
Italy,ITA,2001,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.3419448263089
Italy,ITA,2000,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.5937503448679
Italy,ITA,1999,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.8554903392611
Italy,ITA,1998,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.0976054090538
Italy,ITA,1997,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.3229524445715
Italy,ITA,1996,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.5607235846613
Italy,ITA,1995,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.8361214158264
Italy,ITA,1994,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,67.075887057512
Italy,ITA,1993,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,67.2396212807199
Italy,ITA,1992,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,67.3915335290431
Italy,ITA,1991,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,67.2548837505229
Italy,ITA,1990,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,67.0009674781398
Italy,ITA,1989,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.9009143043155
Italy,ITA,1988,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.783289647502
Italy,ITA,1987,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.6674037390981
Italy,ITA,1986,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.5229867823807
Italy,ITA,1985,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.3861417195253
Italy,ITA,1984,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,66.0675737788164
Italy,ITA,1983,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.4582059001976
Italy,ITA,1982,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.8001169687256
Italy,ITA,1981,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.2122989575341
Italy,ITA,1980,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.6992699534639
Italy,ITA,1979,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.3317696373927
Italy,ITA,1978,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.147563687101
Italy,ITA,1977,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.0666549759405
Italy,ITA,1976,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.0427039868073
Italy,ITA,1975,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.0603327423308
Italy,ITA,1974,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.1610468102468
Italy,ITA,1973,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.3455129181501
Italy,ITA,1972,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.5564151885146
Italy,ITA,1971,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.7754454797961
Italy,ITA,1970,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.9978453643858
Italy,ITA,1969,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.2511269823193
Italy,ITA,1968,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.510084267951
Italy,ITA,1967,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.774639973043
Italy,ITA,1966,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.0598424183244
Italy,ITA,1965,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.3036240410008
Italy,ITA,1964,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.4992115193207
Italy,ITA,1963,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.589493763575
Italy,ITA,1962,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.5696042616562
Italy,ITA,1961,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.5643868599137
Italy,ITA,1960,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,65.7012965762953
Italy,ITA,2022,"Population ages 15-64, male",SP.POP.1564.MA.IN,18758773
Italy,ITA,2021,"Population ages 15-64, male",SP.POP.1564.MA.IN,18848949
Italy,ITA,2020,"Population ages 15-64, male",SP.POP.1564.MA.IN,18961785
Italy,ITA,2019,"Population ages 15-64, male",SP.POP.1564.MA.IN,19078096
Italy,ITA,2018,"Population ages 15-64, male",SP.POP.1564.MA.IN,19315832
Italy,ITA,2017,"Population ages 15-64, male",SP.POP.1564.MA.IN,19340502
Italy,ITA,2016,"Population ages 15-64, male",SP.POP.1564.MA.IN,19362338
Italy,ITA,2015,"Population ages 15-64, male",SP.POP.1564.MA.IN,19407371
Italy,ITA,2014,"Population ages 15-64, male",SP.POP.1564.MA.IN,19470483
Italy,ITA,2013,"Population ages 15-64, male",SP.POP.1564.MA.IN,19363208
Italy,ITA,2012,"Population ages 15-64, male",SP.POP.1564.MA.IN,19211108
Italy,ITA,2011,"Population ages 15-64, male",SP.POP.1564.MA.IN,19246702
Italy,ITA,2010,"Population ages 15-64, male",SP.POP.1564.MA.IN,19286658
Italy,ITA,2009,"Population ages 15-64, male",SP.POP.1564.MA.IN,19274366
Italy,ITA,2008,"Population ages 15-64, male",SP.POP.1564.MA.IN,19236343
Italy,ITA,2007,"Population ages 15-64, male",SP.POP.1564.MA.IN,19148415
Italy,ITA,2006,"Population ages 15-64, male",SP.POP.1564.MA.IN,19102478
Italy,ITA,2005,"Population ages 15-64, male",SP.POP.1564.MA.IN,19124658
Italy,ITA,2004,"Population ages 15-64, male",SP.POP.1564.MA.IN,19111233
Italy,ITA,2003,"Population ages 15-64, male",SP.POP.1564.MA.IN,19043620
Italy,ITA,2002,"Population ages 15-64, male",SP.POP.1564.MA.IN,19017858
Italy,ITA,2001,"Population ages 15-64, male",SP.POP.1564.MA.IN,19055902
Italy,ITA,2000,"Population ages 15-64, male",SP.POP.1564.MA.IN,19109256
Italy,ITA,1999,"Population ages 15-64, male",SP.POP.1564.MA.IN,19169472
Italy,ITA,1998,"Population ages 15-64, male",SP.POP.1564.MA.IN,19229773
Italy,ITA,1997,"Population ages 15-64, male",SP.POP.1564.MA.IN,19282008
Italy,ITA,1996,"Population ages 15-64, male",SP.POP.1564.MA.IN,19330443
Italy,ITA,1995,"Population ages 15-64, male",SP.POP.1564.MA.IN,19390391
Italy,ITA,1994,"Population ages 15-64, male",SP.POP.1564.MA.IN,19443834
Italy,ITA,1993,"Population ages 15-64, male",SP.POP.1564.MA.IN,19471194
Italy,ITA,1992,"Population ages 15-64, male",SP.POP.1564.MA.IN,19483936
Italy,ITA,1991,"Population ages 15-64, male",SP.POP.1564.MA.IN,19404657
Italy,ITA,1990,"Population ages 15-64, male",SP.POP.1564.MA.IN,19289088
Italy,ITA,1989,"Population ages 15-64, male",SP.POP.1564.MA.IN,19217086
Italy,ITA,1988,"Population ages 15-64, male",SP.POP.1564.MA.IN,19138160
Italy,ITA,1987,"Population ages 15-64, male",SP.POP.1564.MA.IN,19056124
Italy,ITA,1986,"Population ages 15-64, male",SP.POP.1564.MA.IN,18966530
Italy,ITA,1985,"Population ages 15-64, male",SP.POP.1564.MA.IN,18881207
Italy,ITA,1984,"Population ages 15-64, male",SP.POP.1564.MA.IN,18750418
Italy,ITA,1983,"Population ages 15-64, male",SP.POP.1564.MA.IN,18551176
Italy,ITA,1982,"Population ages 15-64, male",SP.POP.1564.MA.IN,18339009
Italy,ITA,1981,"Population ages 15-64, male",SP.POP.1564.MA.IN,18137873
Italy,ITA,1980,"Population ages 15-64, male",SP.POP.1564.MA.IN,17907967
Italy,ITA,1979,"Population ages 15-64, male",SP.POP.1564.MA.IN,17699322
Italy,ITA,1978,"Population ages 15-64, male",SP.POP.1564.MA.IN,17564700
Italy,ITA,1977,"Population ages 15-64, male",SP.POP.1564.MA.IN,17450553
Italy,ITA,1976,"Population ages 15-64, male",SP.POP.1564.MA.IN,17342926
Italy,ITA,1975,"Population ages 15-64, male",SP.POP.1564.MA.IN,17234148
Italy,ITA,1974,"Population ages 15-64, male",SP.POP.1564.MA.IN,17132173
Italy,ITA,1973,"Population ages 15-64, male",SP.POP.1564.MA.IN,17044971
Italy,ITA,1972,"Population ages 15-64, male",SP.POP.1564.MA.IN,16962781
Italy,ITA,1971,"Population ages 15-64, male",SP.POP.1564.MA.IN,16905371
Italy,ITA,1970,"Population ages 15-64, male",SP.POP.1564.MA.IN,16869174
Italy,ITA,1969,"Population ages 15-64, male",SP.POP.1564.MA.IN,16832243
Italy,ITA,1968,"Population ages 15-64, male",SP.POP.1564.MA.IN,16791120
Italy,ITA,1967,"Population ages 15-64, male",SP.POP.1564.MA.IN,16737840
Italy,ITA,1966,"Population ages 15-64, male",SP.POP.1564.MA.IN,16665879
Italy,ITA,1965,"Population ages 15-64, male",SP.POP.1564.MA.IN,16567643
Italy,ITA,1964,"Population ages 15-64, male",SP.POP.1564.MA.IN,16444801
Italy,ITA,1963,"Population ages 15-64, male",SP.POP.1564.MA.IN,16293427
Italy,ITA,1962,"Population ages 15-64, male",SP.POP.1564.MA.IN,16122316
Italy,ITA,1961,"Population ages 15-64, male",SP.POP.1564.MA.IN,15974602
Italy,ITA,1960,"Population ages 15-64, male",SP.POP.1564.MA.IN,15882942
Italy,ITA,2022,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.2670890184648
Italy,ITA,2021,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.3999824127912
Italy,ITA,2020,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.4806529472375
Italy,ITA,2019,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.5811600986633
Italy,ITA,2018,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.6801116716685
Italy,ITA,2017,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.7237956452627
Italy,ITA,2016,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.7832758792179
Italy,ITA,2015,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.8945331396174
Italy,ITA,2014,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,66.0909994616904
Italy,ITA,2013,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,66.3635145886753
Italy,ITA,2012,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,66.651036604957
Italy,ITA,2011,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,66.9786126838998
Italy,ITA,2010,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,67.2188783045087
Italy,ITA,2009,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,67.3591456679145
Italy,ITA,2008,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,67.5179099795227
Italy,ITA,2007,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,67.6402368097461
Italy,ITA,2006,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,67.8071187034101
Italy,ITA,2005,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,68.0933513989604
Italy,ITA,2004,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,68.4069873164778
Italy,ITA,2003,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,68.6451035384589
Italy,ITA,2002,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,68.8843377469651
Italy,ITA,2001,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.1337609088123
Italy,ITA,2000,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.361407179727
Italy,ITA,1999,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.5995128400331
Italy,ITA,1998,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.8115810375083
Italy,ITA,1997,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,70.0020667899508
Italy,ITA,1996,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,70.1969640377306
Italy,ITA,1995,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,70.4138374795741
Italy,ITA,1994,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,70.5861396694082
Italy,ITA,1993,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,70.6791320486081
Italy,ITA,1992,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,70.7516455676266
Italy,ITA,1991,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,70.49262745443
Italy,ITA,1990,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,70.1024383647103
Italy,ITA,1989,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.8827026073953
Italy,ITA,1988,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.6325799961105
Italy,ITA,1987,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.3529767056602
Italy,ITA,1986,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.0189307558285
Italy,ITA,1985,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,68.6972847195706
Italy,ITA,1984,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,68.2244217467705
Italy,ITA,1983,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,67.4983597072961
Italy,ITA,1982,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,66.7344111175296
Italy,ITA,1981,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,66.0298607763882
Italy,ITA,1980,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.3337408490127
Italy,ITA,1979,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.7653210609441
Italy,ITA,1978,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.4287111170469
Italy,ITA,1977,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.2102935027503
Italy,ITA,1976,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.0621227289607
Italy,ITA,1975,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,63.9592610819363
Italy,ITA,1974,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,63.9464965084015
Italy,ITA,1973,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.0273169127376
Italy,ITA,1972,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.1419791928194
Italy,ITA,1971,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.2919153293946
Italy,ITA,1970,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.4731339398891
Italy,ITA,1969,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.6904668086238
Italy,ITA,1968,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,64.9159388151353
Italy,ITA,1967,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.1426847452404
Italy,ITA,1966,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.3573096779281
Italy,ITA,1965,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.5044310565089
Italy,ITA,1964,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.5964086747597
Italy,ITA,1963,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.5550822936896
Italy,ITA,1962,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.3637770834176
Italy,ITA,1961,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.2057590354136
Italy,ITA,1960,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.240943837237
Italy,ITA,2022,"Population ages 15-64, total",SP.POP.1564.TO,37436702
Italy,ITA,2021,"Population ages 15-64, total",SP.POP.1564.TO,37648780
Italy,ITA,2020,"Population ages 15-64, total",SP.POP.1564.TO,37904109
Italy,ITA,2019,"Population ages 15-64, total",SP.POP.1564.TO,38153861
Italy,ITA,2018,"Population ages 15-64, total",SP.POP.1564.TO,38658939
Italy,ITA,2017,"Population ages 15-64, total",SP.POP.1564.TO,38770686
Italy,ITA,2016,"Population ages 15-64, total",SP.POP.1564.TO,38880651
Italy,ITA,2015,"Population ages 15-64, total",SP.POP.1564.TO,39023708
Italy,ITA,2014,"Population ages 15-64, total",SP.POP.1564.TO,39180526
Italy,ITA,2013,"Population ages 15-64, total",SP.POP.1564.TO,38985081
Italy,ITA,2012,"Population ages 15-64, total",SP.POP.1564.TO,38703235
Italy,ITA,2011,"Population ages 15-64, total",SP.POP.1564.TO,38780536
Italy,ITA,2010,"Population ages 15-64, total",SP.POP.1564.TO,38830477
Italy,ITA,2009,"Population ages 15-64, total",SP.POP.1564.TO,38762126
Italy,ITA,2008,"Population ages 15-64, total",SP.POP.1564.TO,38648892
Italy,ITA,2007,"Population ages 15-64, total",SP.POP.1564.TO,38435856
Italy,ITA,2006,"Population ages 15-64, total",SP.POP.1564.TO,38318239
Italy,ITA,2005,"Population ages 15-64, total",SP.POP.1564.TO,38356918
Italy,ITA,2004,"Population ages 15-64, total",SP.POP.1564.TO,38343139
Italy,ITA,2003,"Population ages 15-64, total",SP.POP.1564.TO,38224559
Italy,ITA,2002,"Population ages 15-64, total",SP.POP.1564.TO,38184023
Italy,ITA,2001,"Population ages 15-64, total",SP.POP.1564.TO,38273154
Italy,ITA,2000,"Population ages 15-64, total",SP.POP.1564.TO,38388464
Italy,ITA,1999,"Population ages 15-64, total",SP.POP.1564.TO,38513718
Italy,ITA,1998,"Population ages 15-64, total",SP.POP.1564.TO,38637019
Italy,ITA,1997,"Population ages 15-64, total",SP.POP.1564.TO,38744783
Italy,ITA,1996,"Population ages 15-64, total",SP.POP.1564.TO,38847942
Italy,ITA,1995,"Population ages 15-64, total",SP.POP.1564.TO,38977750
Italy,ITA,1994,"Population ages 15-64, total",SP.POP.1564.TO,39095158
Italy,ITA,1993,"Population ages 15-64, total",SP.POP.1564.TO,39161042
Italy,ITA,1992,"Population ages 15-64, total",SP.POP.1564.TO,39201752
Italy,ITA,1991,"Population ages 15-64, total",SP.POP.1564.TO,39064138
Italy,ITA,1990,"Population ages 15-64, total",SP.POP.1564.TO,38855827
Italy,ITA,1989,"Population ages 15-64, total",SP.POP.1564.TO,38733903
Italy,ITA,1988,"Population ages 15-64, total",SP.POP.1564.TO,38602014
Italy,ITA,1987,"Population ages 15-64, total",SP.POP.1564.TO,38472953
Italy,ITA,1986,"Population ages 15-64, total",SP.POP.1564.TO,38335343
Italy,ITA,1985,"Population ages 15-64, total",SP.POP.1564.TO,38205166
Italy,ITA,1984,"Population ages 15-64, total",SP.POP.1564.TO,37971641
Italy,ITA,1983,"Population ages 15-64, total",SP.POP.1564.TO,37586542
Italy,ITA,1982,"Population ages 15-64, total",SP.POP.1564.TO,37171841
Italy,ITA,1981,"Population ages 15-64, total",SP.POP.1564.TO,36780294
Italy,ITA,1980,"Population ages 15-64, total",SP.POP.1564.TO,36395980
Italy,ITA,1979,"Population ages 15-64, total",SP.POP.1564.TO,36058794
Italy,ITA,1978,"Population ages 15-64, total",SP.POP.1564.TO,35809874
Italy,ITA,1977,"Population ages 15-64, total",SP.POP.1564.TO,35600015
Italy,ITA,1976,"Population ages 15-64, total",SP.POP.1564.TO,35402275
Italy,ITA,1975,"Population ages 15-64, total",SP.POP.1564.TO,35203501
Italy,ITA,1974,"Population ages 15-64, total",SP.POP.1564.TO,35019034
Italy,ITA,1973,"Population ages 15-64, total",SP.POP.1564.TO,34864065
Italy,ITA,1972,"Population ages 15-64, total",SP.POP.1564.TO,34717690
Italy,ITA,1971,"Population ages 15-64, total",SP.POP.1564.TO,34621413
Italy,ITA,1970,"Population ages 15-64, total",SP.POP.1564.TO,34569182
Italy,ITA,1969,"Population ages 15-64, total",SP.POP.1564.TO,34513051
Italy,ITA,1968,"Population ages 15-64, total",SP.POP.1564.TO,34447405
Italy,ITA,1967,"Population ages 15-64, total",SP.POP.1564.TO,34360674
Italy,ITA,1966,"Population ages 15-64, total",SP.POP.1564.TO,34244632
Italy,ITA,1965,"Population ages 15-64, total",SP.POP.1564.TO,34082042
Italy,ITA,1964,"Population ages 15-64, total",SP.POP.1564.TO,33871314
Italy,ITA,1963,"Population ages 15-64, total",SP.POP.1564.TO,33607375
Italy,ITA,1962,"Population ages 15-64, total",SP.POP.1564.TO,33310686
Italy,ITA,1961,"Population ages 15-64, total",SP.POP.1564.TO,33045989
Italy,ITA,1960,"Population ages 15-64, total",SP.POP.1564.TO,32869781
Italy,ITA,2022,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.5161719486847
Italy,ITA,2021,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.6677831104906
Italy,ITA,2020,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.7699228420107
Italy,ITA,2019,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.8781985621066
Italy,ITA,2018,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.981815651042
Italy,ITA,2017,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.0449178481873
Italy,ITA,2016,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.1303906036509
Italy,ITA,2015,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.2570947847012
Italy,ITA,2014,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.4531677550101
Italy,ITA,2013,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.7227715661634
Italy,ITA,2012,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.0040628328436
Italy,ITA,2011,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.309693591446
Italy,ITA,2010,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.5063583988954
Italy,ITA,2009,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.5924975103186
Italy,ITA,2008,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.6995405182864
Italy,ITA,2007,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.7716758849635
